,h1_固定40,h1_自适应,h5_固定40,h5_自适应
2019-02-13,0.01764730684411067,0.015780809488838823,0.01364549874700393,-0.010052732449699566
2019-02-14,0.012938679081771858,0.010731108930751125,0.010019730868432011,-0.007896639321071488
2019-02-15,-0.0015775518313687741,-0.0016388774020493963,-0.0016019657311074935,0.0008187057794671453
2019-02-18,0.005287237782727775,-0.0010985318806739743,0.0061156925881090205,-0.0035458046506016716
2019-02-19,0.01971431379976828,-0.008131109169265013,0.026328902787378042,-0.01739077790255688
2019-02-20,0.006596648628539639,0.006578852513589903,0.0066299097207886785,0.004118728694838205
2019-02-21,-0.0031630357256904294,-0.0030008199382181994,-0.003323675322736142,-0.0026235764537677736
2019-02-22,-0.0012389242460545031,-0.0013910398287428345,-0.0015542097789241179,-0.0010481301353996676
2019-02-25,0.028949507289253246,0.023926727095139586,0.04144589593577154,0.015825488933663596
2019-02-26,0.035134596722620814,0.035134596722620814,0.03967249043757655,0.02972230871861187
2019-02-27,-0.015180386260221161,-0.015163577268863304,-0.015147125167972121,-0.015147125167972121
2019-02-28,3.091132799077577e-05,2.9669139384343548e-05,1.2001224180224388e-05,1.2001224180224388e-05
2019-03-01,0.0042988651704796,0.0042988651704796,0.004596438538868162,0.004578642423918426
2019-03-04,0.006995781093690499,0.007046209523519524,0.011424791111981242,0.010978493558382848
2019-03-05,0.009146502034539448,0.007711051917367468,0.012660459992308944,0.01218005798958465
2019-03-06,0.03449769880678746,0.032825291394286006,0.04030293454196936,0.03753613330821812
2019-03-07,0.015231448527891477,0.015231448527891477,0.01577275717519569,0.01577275717519569
2019-03-08,0.007879580990713054,0.007879580990713054,0.008466716774323497,0.008466716774323497
2019-03-11,-0.03134102159256866,-0.031357473693459835,-0.03496466458800438,-0.03496466458800438
2019-03-12,0.05184750594604156,0.05366961799299446,0.053653165892103276,0.053653165892103276
2019-03-13,0.011009599176246335,0.010993147075355153,0.01065309861926805,0.010636646518376867
2019-03-14,-0.035404160361083396,-0.03418005227550462,-0.03418005227550462,-0.035353103153884624
2019-03-15,-0.011404671602420525,-0.011829289126005066,-0.011847085240954802,-0.01269585601689198
2019-03-18,0.009259782003816176,0.010599628056795747,0.01020114078110839,0.01143449445238093
2019-03-19,0.019179280388179162,0.023062309453713962,0.022972219211471304,0.02825731307222479
2019-03-20,-0.002954772752366628,-0.003434051924660571,-0.00427473992566558,-0.004133763423296838
