季度,事件,名称,明细
2018Q4,入库,"abs(ts_std(returns,60))",专属zz500 IC=+0.163 方向=+1
2018Q4,入库,"ts_std(low,60)",专属zz500 IC=+0.049 方向=+1
2018Q4,入库,"ts_max(returns,3)",专属zz1000 IC=+0.088 方向=+1
2018Q4,入库,"ts_std(ts_sum(ts_max(returns,3),10),20)",专属zz1000 IC=+0.107 方向=+1
2018Q4,入库,"ts_std(ts_mean(close,20),10)",专属zz1000 IC=+0.093 方向=+1
2018Q4,入库,"ts_max(ts_std(returns,10),60)",专属zz1000 IC=+0.033 方向=+1
2018Q4,入库,"abs(delta(close,10))",专属zz1000 IC=+0.180 方向=+1
2018Q4,入库,"delay(ts_zscore(close,244),120)",专属zz1000 IC=+0.066 方向=+1
2018Q4,入库,"ts_argmin(neg(returns),40)",专属zz1000 IC=+0.046 方向=-1
2018Q4,入库,"ts_sum(ts_std(close,40),5)",专属zz1000 IC=+0.098 方向=+1
2018Q4,入库,"ts_er(ts_rank(returns,10),3)",专属cyb IC=+0.021 方向=+1
2018Q4,入库,"ts_zscore(mul(beta120,close),120)",专属cyb IC=+0.077 方向=-1
2018Q4,入库,"delta(ts_max(returns,20),60)",专属cyb IC=+0.025 方向=+1
2018Q4,入库,"div(ts_zscore(returns,10),div(ts_zscore(returns,3),ts_max(add(beta120,returns),2",专属cyb IC=+0.106 方向=+1
2018Q4,入库,"ts_corr(ts_decay_linear(amount,40),ts_max(amount,3),10)",专属cyb IC=+0.064 方向=+1
2018Q4,入库,"ts_zscore(ts_std(ts_max(close,60),120),3)",专属cyb IC=+0.024 方向=+1
2018Q4,入库,"ts_zscore(ts_zscore(low,3),3)",专属cyb IC=+0.054 方向=-1
2018Q4,入库,"ts_std(ema(ts_er(volume,244),120),3)",专属hongli IC=+0.030 方向=+1
2018Q4,入库,"ts_std(ts_std(ts_std(volume,244),244),3)",专属hongli IC=+0.100 方向=+1
2018Q4,入库,"ts_std(ts_std(volume,244),40)",专属hongli IC=+0.081 方向=+1
2018Q4,入库,"ts_std(mul(ts_decay_linear(amount,60),ts_mean(open,20)),3)",专属hongli IC=+0.062 方向=+1
2018Q4,入库,"ts_tsi(volume,244)",专属hongli IC=+0.027 方向=+1
2019Q1,立即退役,"mul(returns,ts_zscore(open,5))",IC=-0.040
2019Q1,立即退役,"div(open,high)",IC=-0.060
2019Q1,立即退役,"abs(ts_decay_linear(delay(returns,60),40))",IC=-0.044
2019Q1,黄牌退役,"ts_rank(ema(div(low,high),120),5)",IC=-0.014
2019Q1,立即退役,"abs(ts_tsi(neg(low),20))",IC=-0.022
2019Q1,黄牌退役,"sub(ts_tsi(ts_argmax(mul(amount,open),120),244),ts_tsi(ts_ar",IC=-0.015
2019Q1,立即退役,"div(ts_std(low,10),volume)",IC=-0.040
2019Q1,立即退役,"ts_std(ts_decay_linear(volume,20),5)",IC=-0.040
2019Q1,黄牌退役,"abs(delta(div(close,low),10))",IC=-0.009
2019Q1,立即退役,"div(ts_std(ts_std(volume,5),10),open)",IC=-0.055
2019Q1,黄牌退役,"div(low,sub(ts_zscore(amount,40),ts_min(returns,244)))",IC=-0.009
2019Q1,立即退役,"neg(ts_argmax(amount,20))",IC=-0.038
2019Q1,立即退役,"ts_tsi(amount,3)",IC=-0.040
2019Q1,立即退役,"ts_std(ema(ts_er(volume,244),120),3)",IC=-0.084
2019Q1,复职,"div(volume,delta(ts_decay_linear(mul(low,low),40),244))",场外IC=+0.034
2019Q1,复职,"ts_min(returns,60)",场外IC=+0.043
2019Q1,复职,"mul(mul(open,beta120),beta120)",场外IC=+0.086
2019Q1,复职,"abs(ts_std(close,3))",场外IC=+0.043
2019Q1,复职,"ts_argmax(ts_rank(low,60),244)",场外IC=+0.048
2019Q1,入库,"ts_std(ema(mul(entropy120,volume),40),5)",专属hs300 IC=+0.051 方向=+1
2019Q1,入库,"div(ts_sum(abs(open),5),mul(sub(open,ts_std(ts_std(volume,40),3)),add(amount,amo",专属hs300 IC=+0.065 方向=+1
2019Q1,入库,"ts_std(slog(sub(ts_max(amount,10),ts_mean(entropy120,244))),5)",专属hs300 IC=+0.058 方向=+1
2019Q1,入库,"ts_std(ema(ssqrt(volume),5),5)",专属hs300 IC=+0.055 方向=+1
2019Q1,入库,"ts_std(ts_corr(open,ts_zscore(amount,5),60),5)",专属hs300 IC=+0.027 方向=+1
2019Q1,入库,"ts_tsi(ts_er(mul(high,amount),244),3)",专属hs300 IC=+0.042 方向=+1
2019Q1,入库,"abs(mul(mul(div(low,ts_std(high,10)),div(sub(low,high),returns)),div(high,ts_std",专属zz500 IC=+0.122 方向=-1
2019Q1,入库,"ts_std(high,60)",专属zz500 IC=+0.083 方向=+1
2019Q1,入库,"div(sub(low,ts_std(high,10)),open)",专属zz500 IC=+0.165 方向=-1
2019Q1,入库,"ts_argmax(returns,60)",专属zz1000 IC=+0.033 方向=-1
2019Q1,入库,"ts_std(ts_slope(ssqrt(close),10),40)",专属zz1000 IC=+0.078 方向=+1
2019Q1,入库,"ts_std(ts_decay_linear(low,10),40)",专属zz1000 IC=+0.141 方向=+1
2019Q1,入库,"ts_min(ts_mean(ts_std(open,40),20),5)",专属zz1000 IC=+0.073 方向=+1
2019Q1,入库,"div(ts_zscore(ts_zscore(returns,5),5),ts_zscore(returns,5))",专属cyb IC=+0.101 方向=-1
2019Q1,入库,"ts_zscore(ts_sum(ts_zscore(returns,20),3),3)",专属cyb IC=+0.039 方向=+1
2019Q1,入库,"abs(mul(ts_tsi(volume,60),volume))",专属hongli IC=+0.075 方向=+1
2019Q1,入库,"mul(abs(ts_tsi(neg(high),40)),volume)",专属hongli IC=+0.059 方向=+1
2019Q2,立即退役,"ts_std(high,5)",IC=-0.056
2019Q2,立即退役,"neg(div(div(volume,ts_min(volume,5)),ts_min(ts_min(high,40),",IC=-0.047
2019Q2,立即退役,"ts_std(open,3)",IC=-0.035
2019Q2,立即退役,"ts_std(div(delay(delay(returns,60),60),returns),5)",IC=-0.070
2019Q2,立即退役,"delta(beta120,5)",IC=-0.035
2019Q2,立即退役,"delta(delay(sub(high,open),60),20)",IC=-0.037
2019Q2,立即退役,"div(low,ts_std(ts_std(amount,5),10))",IC=-0.090
2019Q2,立即退役,"ts_zscore(ts_std(volume,244),40)",IC=-0.031
2019Q2,立即退役,"ts_argmax(slog(returns),10)",IC=-0.027
2019Q2,立即退役,"ts_std(abs(ts_zscore(open,244)),3)",IC=-0.037
2019Q2,立即退役,"div(div(high,ts_std(neg(volume),244)),div(sub(volume,ts_deca",IC=-0.022
2019Q2,立即退役,"abs(abs(ts_zscore(ts_slope(high,40),120)))",IC=-0.044
2019Q2,立即退役,"ts_min(ts_corr(beta120,beta120,3),5)",IC=-0.036
2019Q2,立即退役,"ts_corr(open,amount,5)",IC=-0.103
2019Q2,立即退役,"mul(beta120,ts_zscore(ts_argmax(amount,20),10))",IC=-0.029
2019Q2,立即退役,"neg(ts_zscore(ema(entropy120,3),120))",IC=-0.047
2019Q2,黄牌退役,"slog(div(close,low))",IC=-0.005
2019Q2,黄牌退役,"ts_argmax(neg(returns),5)",IC=-0.006
2019Q2,立即退役,"div(ts_argmax(high,3),mul(abs(returns),volume))",IC=-0.020
2019Q2,黄牌退役,"ts_argmin(slog(ts_std(amount,120)),3)",IC=-0.016
2019Q2,立即退役,"div(volume,sub(ts_std(ssqrt(volume),5),close))",IC=-0.034
2019Q2,黄牌退役,"div(low,close)",IC=-0.005
2019Q2,立即退役,"delay(delta(ts_corr(open,delta(high,3),244),60),5)",IC=-0.023
2019Q2,立即退役,"div(mul(volume,ts_std(returns,3)),mul(ts_tsi(close,10),low))",IC=-0.033
2019Q2,立即退役,"div(ts_sum(ts_argmax(slog(beta120),20),10),ts_std(high,5))",IC=-0.028
2019Q2,立即退役,"ts_argmin(ts_mean(abs(open),10),120)",IC=-0.079
2019Q2,立即退役,"ts_corr(ts_decay_linear(amount,40),ts_max(amount,3),10)",IC=-0.042
2019Q2,立即退役,"ts_zscore(ts_std(ts_max(close,60),120),3)",IC=-0.105
2019Q2,立即退役,"ts_std(slog(sub(ts_max(amount,10),ts_mean(entropy120,244))),",IC=-0.067
2019Q2,立即退役,"ts_std(ema(ssqrt(volume),5),5)",IC=-0.035
2019Q2,立即退役,"ts_tsi(ts_er(mul(high,amount),244),3)",IC=-0.028
2019Q2,复职,"slog(neg(ts_tsi(returns,5)))",场外IC=+0.026
2019Q2,复职,"div(high,ts_rank(ts_zscore(delta(ts_rank(close,3),120),60),5",场外IC=+0.051
2019Q2,复职,"mul(returns,delta(ssqrt(returns),60))",场外IC=+0.079
2019Q2,复职,"delay(low,244)",场外IC=+0.034
2019Q2,复职,"ts_std(div(ts_std(beta120,20),returns),40)",场外IC=+0.025
2019Q2,入库,"div(div(close,sub(low,high)),ts_std(sub(open,div(low,sub(low,high))),3))",专属zz500 IC=+0.109 方向=+1
2019Q2,入库,"ts_std(div(low,close),3)",专属zz500 IC=+0.052 方向=+1
2019Q2,入库,"div(div(low,sub(low,high)),ts_std(sub(ts_std(sub(open,close),3),high),3))",专属zz500 IC=+0.085 方向=+1
2019Q2,入库,"add(add(abs(returns),returns),ts_std(add(ts_mean(returns,3),returns),5))",专属zz1000 IC=+0.117 方向=+1
2019Q2,入库,"add(abs(returns),ts_std(add(beta120,returns),5))",专属zz1000 IC=+0.178 方向=+1
2019Q2,入库,"add(abs(returns),add(returns,ts_std(beta120,3)))",专属zz1000 IC=+0.108 方向=+1
2019Q2,入库,"ts_std(add(ts_mean(returns,3),slog(abs(returns))),5)",专属zz1000 IC=+0.082 方向=+1
2019Q2,入库,"div(div(div(ts_std(returns,20),ts_rank(div(open,high),5)),ts_rank(div(open,retur",专属cyb IC=+0.056 方向=+1
2019Q2,入库,"ts_er(div(ts_std(div(open,high),20),high),120)",专属cyb IC=+0.110 方向=+1
2019Q2,入库,"delay(ts_tsi(ssqrt(high),40),60)",专属hongli IC=+0.081 方向=+1
2019Q2,入库,"ts_std(ts_std(open,244),3)",专属hongli IC=+0.056 方向=+1
2019Q3,立即退役,"ts_min(returns,60)",IC=-0.069
2019Q3,黄牌退役,"div(ts_rank(returns,120),ts_rank(div(close,low),120))",IC=-0.013
2019Q3,立即退役,"ts_std(div(ts_std(beta120,20),returns),40)",IC=-0.028
2019Q3,立即退役,"mul(ts_std(returns,5),div(entropy120,low))",IC=-0.020
2019Q3,立即退役,"ts_zscore(ts_std(returns,5),120)",IC=-0.028
2019Q3,立即退役,"ts_rank(sign(ts_tsi(ssqrt(open),20)),5)",IC=-0.034
2019Q3,立即退役,"sub(neg(ts_std(div(volume,open),244)),div(abs(returns),open)",IC=-0.029
2019Q3,立即退役,"ts_std(abs(neg(returns)),3)",IC=-0.052
2019Q3,立即退役,"ts_rank(neg(div(returns,ts_sum(returns,40))),5)",IC=-0.032
2019Q3,立即退役,"ts_corr(ts_er(open,120),high,3)",IC=-0.027
2019Q3,立即退役,"div(ssqrt(ts_er(div(low,close),5)),close)",IC=-0.025
2019Q3,立即退役,"div(mul(volume,ts_std(returns,20)),div(mul(volume,ts_std(ret",IC=-0.042
2019Q3,立即退役,"mul(delay(ema(returns,120),60),ts_std(returns,3))",IC=-0.071
2019Q3,立即退役,"ts_max(ts_std(returns,10),60)",IC=-0.039
2019Q3,立即退役,"delay(ts_zscore(close,244),120)",IC=-0.046
2019Q3,黄牌退役,"ts_zscore(ts_zscore(low,3),3)",IC=-0.013
2019Q3,立即退役,"ts_std(ts_slope(ssqrt(close),10),40)",IC=-0.022
2019Q3,立即退役,"delay(ts_tsi(ssqrt(high),40),60)",IC=-0.041
2019Q3,复职,"div(abs(ts_argmax(abs(returns),120)),abs(div(close,abs(retur",场外IC=+0.132
2019Q3,复职,"div(abs(div(delta(ts_tsi(high,5),60),abs(returns))),ts_sum(a",场外IC=+0.103
2019Q3,复职,"ts_tsi(add(delta(amount,5),ema(high,120)),60)",场外IC=+0.023
2019Q3,复职,"ts_min(ts_sum(open,5),120)",场外IC=+0.044
2019Q3,复职,"abs(ema(returns,3))",场外IC=+0.101
2019Q3,复职,"ts_tsi(ts_argmax(ts_tsi(entropy120,60),120),244)",场外IC=+0.035
2019Q3,复职,"ts_corr(high,high,40)",场外IC=+0.160
2019Q3,入库,"slog(ts_decay_linear(beta120,20))",专属hs300 IC=+0.020 方向=+1
2019Q3,入库,"ts_rank(beta120,3)",专属hs300 IC=+0.040 方向=-1
2019Q3,入库,"abs(div(high,ts_er(volume,20)))",专属hs300 IC=+0.074 方向=-1
2019Q3,入库,"abs(ts_corr(high,delta(close,120),20))",专属hs300 IC=+0.031 方向=+1
2019Q3,入库,"div(div(ts_std(returns,10),beta120),beta120)",专属zz500 IC=+0.123 方向=+1
2019Q3,入库,"div(div(ts_std(div(ts_std(returns,3),beta120),3),beta120),beta120)",专属zz500 IC=+0.091 方向=+1
2019Q3,入库,"abs(ts_std(ts_max(high,10),20))",专属zz1000 IC=+0.029 方向=+1
2019Q3,入库,"ts_std(high,3)",专属zz1000 IC=+0.051 方向=+1
2019Q3,入库,"ts_er(sub(open,high),40)",专属hongli IC=+0.128 方向=-1
2019Q3,入库,"abs(delta(returns,20))",专属hongli IC=+0.041 方向=+1
2019Q3,入库,"ts_er(amount,40)",专属hongli IC=+0.051 方向=+1
2019Q3,入库,"ts_zscore(ts_min(ts_mean(high,244),5),5)",专属hongli IC=+0.067 方向=+1
2019Q3,入库,"ts_slope(ts_tsi(volume,60),10)",专属hongli IC=+0.024 方向=+1
2019Q3,入库,"div(close,high)",专属hongli IC=+0.062 方向=-1
2019Q4,立即退役,元老:GARCH预测波动,IC=-0.027
2019Q4,立即退役,"ts_std(returns,3)",IC=-0.041
2019Q4,立即退役,"ts_max(ts_tsi(mul(returns,returns),60),3)",IC=-0.047
2019Q4,立即退役,"ts_std(returns,60)",IC=-0.026
2019Q4,立即退役,"mul(returns,ts_corr(ts_decay_linear(high,40),ts_max(returns,",IC=-0.035
2019Q4,立即退役,"div(high,open)",IC=-0.070
2019Q4,立即退役,"ts_std(abs(high),10)",IC=-0.024
2019Q4,立即退役,"ts_argmax(ts_rank(low,60),244)",IC=-0.034
2019Q4,立即退役,"abs(ts_slope(returns,3))",IC=-0.025
2019Q4,黄牌退役,"sub(low,close)",IC=-0.003
2019Q4,立即退役,"ts_rank(ts_rank(ts_argmax(ts_rank(returns,244),120),5),5)",IC=-0.034
2019Q4,立即退役,"delta(delay(open,40),60)",IC=-0.023
2019Q4,立即退役,"delay(ts_tsi(ts_tsi(high,60),60),40)",IC=-0.027
2019Q4,立即退役,"ts_rank(ts_std(returns,20),120)",IC=-0.028
2019Q4,立即退役,"ts_std(ema(high,10),10)",IC=-0.035
2019Q4,立即退役,"mul(ts_zscore(ts_rank(ts_rank(ts_rank(returns,120),120),5),5",IC=-0.070
2019Q4,立即退役,"ssqrt(abs(div(ts_decay_linear(slog(returns),120),close)))",IC=-0.042
2019Q4,立即退役,"ts_std(returns,10)",IC=-0.020
2019Q4,立即退役,"abs(ts_std(returns,60))",IC=-0.035
2019Q4,立即退役,"ts_std(ts_std(volume,244),40)",IC=-0.026
2019Q4,立即退役,"abs(mul(ts_tsi(volume,60),volume))",IC=-0.046
2019Q4,黄牌退役,"ts_std(add(ts_mean(returns,3),slog(abs(returns))),5)",IC=-0.009
2019Q4,立即退役,"abs(div(high,ts_er(volume,20)))",IC=-0.036
2019Q4,立即退役,"abs(ts_std(ts_max(high,10),20))",IC=-0.035
2019Q4,立即退役,"ts_zscore(ts_min(ts_mean(high,244),5),5)",IC=-0.029
2019Q4,复职,"ts_max(div(abs(open),high),10)",场外IC=+0.037
2019Q4,复职,"ts_std(ts_argmax(high,3),20)",场外IC=+0.043
2019Q4,复职,"ts_corr(open,volume,20)",场外IC=+0.036
2019Q4,复职,"div(ssqrt(mul(ts_rank(delta(volume,244),20),volume)),open)",场外IC=+0.104
2019Q4,复职,"abs(mul(ts_mean(abs(returns),244),ts_zscore(open,3)))",场外IC=+0.084
2019Q4,入库,"mul(abs(sub(open,close)),ts_argmax(ts_max(returns,120),40))",专属hs300 IC=+0.040 方向=+1
2019Q4,入库,"abs(ts_slope(ssqrt(returns),40))",专属hs300 IC=+0.097 方向=+1
2019Q4,入库,"add(slog(delay(volume,20)),slog(ts_max(volume,244)))",专属hs300 IC=+0.040 方向=+1
2019Q4,入库,"ts_decay_linear(ts_zscore(ts_slope(amount,5),5),244)",专属zz500 IC=+0.105 方向=-1
2019Q4,入库,"ts_corr(volume,beta120,244)",专属zz500 IC=+0.066 方向=-1
2019Q4,入库,"ts_std(add(high,amount),10)",专属zz500 IC=+0.062 方向=+1
2019Q4,入库,"div(low,abs(ts_max(amount,120)))",专属zz500 IC=+0.191 方向=-1
2019Q4,入库,"ts_argmax(ts_decay_linear(abs(returns),244),3)",专属zz1000 IC=+0.092 方向=-1
2019Q4,入库,"abs(ts_std(high,10))",专属zz1000 IC=+0.074 方向=+1
2019Q4,入库,"ts_std(returns,40)",专属zz1000 IC=+0.090 方向=+1
2019Q4,入库,"abs(ts_slope(low,3))",专属zz1000 IC=+0.044 方向=+1
2019Q4,入库,"ts_argmax(returns,244)",专属zz1000 IC=+0.068 方向=-1
2019Q4,入库,"delay(delay(ts_std(beta120,10),60),60)",专属hongli IC=+0.112 方向=+1
2019Q4,入库,"ts_max(ts_sum(ts_std(sub(entropy120,delay(returns,3)),10),244),60)",专属hongli IC=+0.093 方向=+1
2019Q4,入库,"ts_max(delay(ts_std(beta120,10),244),60)",专属hongli IC=+0.141 方向=+1
2019Q4,入库,"ts_corr(delta(ts_std(returns,3),60),ssqrt(abs(ts_mean(volume,60))),40)",专属hongli IC=+0.026 方向=+1
2019Q4,入库,"ts_argmax(ssqrt(slog(amount)),120)",专属hongli IC=+0.044 方向=-1
2019Q4,入库,"slog(div(amount,delta(close,20)))",专属hongli IC=+0.086 方向=+1
2019Q4,入库,"ts_er(ts_argmax(slog(volume),5),40)",专属hongli IC=+0.041 方向=-1
2020Q1,立即退役,"div(volume,delta(ts_decay_linear(mul(low,low),40),244))",IC=-0.068
2020Q1,立即退役,"ssqrt(ts_sum(mul(returns,returns),20))",IC=-0.072
2020Q1,立即退役,"ssqrt(ts_argmax(volume,5))",IC=-0.027
2020Q1,立即退役,"ts_decay_linear(neg(ts_argmax(entropy120,3)),20)",IC=-0.037
2020Q1,立即退役,"ts_tsi(ts_argmax(ts_tsi(entropy120,60),120),244)",IC=-0.035
2020Q1,立即退役,"ts_slope(ts_min(ts_std(neg(volume),60),60),60)",IC=-0.074
2020Q1,立即退役,"ts_max(ssqrt(returns),3)",IC=-0.068
2020Q1,立即退役,"div(ssqrt(mul(ts_corr(add(amount,close),ts_sum(volume,10),10",IC=-0.046
2020Q1,立即退役,"mul(returns,sub(ts_decay_linear(returns,244),delta(delay(amo",IC=-0.033
2020Q1,立即退役,"abs(ts_sum(ssqrt(returns),10))",IC=-0.031
2020Q1,黄牌退役,"sub(sign(volume),abs(abs(ts_std(close,120))))",IC=-0.001
2020Q1,立即退役,"ts_argmax(add(high,neg(close)),5)",IC=-0.041
2020Q1,立即退役,"ts_std(delta(volume,60),10)",IC=-0.030
2020Q1,立即退役,"ts_std(ts_slope(open,3),5)",IC=-0.029
2020Q1,立即退役,"add(ssqrt(ts_max(returns,3)),abs(returns))",IC=-0.041
2020Q1,立即退役,"ts_std(low,60)",IC=-0.028
2020Q1,立即退役,"ts_max(returns,3)",IC=-0.068
2020Q1,立即退役,"ts_sum(ts_std(close,40),5)",IC=-0.027
2020Q1,立即退役,"ts_er(ts_rank(returns,10),3)",IC=-0.022
2020Q1,立即退役,"delta(ts_max(returns,20),60)",IC=-0.048
2020Q1,黄牌退役,"div(ts_zscore(returns,10),div(ts_zscore(returns,3),ts_max(ad",IC=-0.011
2020Q1,立即退役,"ts_std(high,60)",IC=-0.036
2020Q1,立即退役,"ts_min(ts_mean(ts_std(open,40),20),5)",IC=-0.040
2020Q1,立即退役,"div(div(close,sub(low,high)),ts_std(sub(open,div(low,sub(low",IC=-0.020
2020Q1,立即退役,"add(slog(delay(volume,20)),slog(ts_max(volume,244)))",IC=-0.024
2020Q1,立即退役,"ts_std(returns,40)",IC=-0.057
2020Q1,立即退役,"abs(ts_slope(low,3))",IC=-0.083
2020Q1,复职,"ts_er(amount,60)",场外IC=+0.036
2020Q1,复职,"ts_zscore(ts_argmin(ts_tsi(ts_er(ts_zscore(beta120,5),60),40",场外IC=+0.047
2020Q1,复职,"div(abs(div(close,abs(returns))),ts_sum(abs(div(entropy120,a",场外IC=+0.073
2020Q1,复职,"ts_argmax(close,60)",场外IC=+0.025
2020Q1,复职,"mul(close,ts_corr(ssqrt(amount),ema(low,10),10))",场外IC=+0.040
2020Q1,复职,"ts_zscore(delta(volume,60),3)",场外IC=+0.118
2020Q1,复职,"div(ts_std(low,10),volume)",场外IC=+0.053
2020Q1,复职,"ts_std(ts_decay_linear(volume,20),5)",场外IC=+0.169
2020Q1,复职,"ts_argmax(add(high,neg(ts_rank(low,3))),5)",场外IC=+0.040
2020Q1,入库,"ts_er(ts_zscore(slog(volume),10),244)",专属hs300 IC=+0.024 方向=+1
2020Q1,入库,"delay(ts_corr(amount,volume,5),120)",专属hs300 IC=+0.079 方向=-1
2020Q1,入库,"abs(mul(mul(returns,mul(ts_max(volume,120),ts_tsi(high,10))),ts_std(mul(returns,",专属zz500 IC=+0.126 方向=+1
2020Q1,入库,"ts_std(mul(neg(returns),mul(ts_zscore(volume,120),ts_std(high,10))),3)",专属zz500 IC=+0.090 方向=+1
2020Q1,入库,"abs(delta(mul(volume,abs(mul(returns,volume))),120))",专属zz500 IC=+0.074 方向=+1
2020Q1,入库,"ts_std(mul(neg(neg(returns)),mul(ts_max(volume,120),delta(ts_min(high,3),3))),3)",专属zz500 IC=+0.016 方向=+1
2020Q1,入库,"ts_std(mul(neg(neg(returns)),mul(delta(volume,120),ts_std(high,10))),3)",专属zz500 IC=+0.077 方向=+1
2020Q1,入库,"ts_std(mul(neg(returns),mul(div(ts_slope(volume,60),ts_corr(open,entropy120,120)",专属zz500 IC=+0.128 方向=+1
2020Q1,入库,"ts_std(mul(returns,mul(ts_max(volume,120),ts_corr(returns,ts_rank(beta120,120),1",专属zz500 IC=+0.026 方向=+1
2020Q1,入库,"abs(mul(mul(returns,mul(ts_max(returns,120),ts_std(high,10))),ts_min(mul(returns",专属zz500 IC=+0.098 方向=+1
2020Q1,入库,"mul(ts_max(returns,120),ts_std(high,10))",专属zz500 IC=+0.060 方向=+1
2020Q1,入库,"ts_std(add(returns,ts_min(close,60)),3)",专属zz500 IC=+0.041 方向=+1
2020Q1,入库,"ts_std(div(close,high),3)",专属zz1000 IC=+0.094 方向=+1
2020Q1,入库,"ts_std(div(slog(open),ts_mean(close,40)),3)",专属zz1000 IC=+0.059 方向=+1
2020Q1,入库,"ts_decay_linear(div(open,high),3)",专属zz1000 IC=+0.024 方向=-1
2020Q1,入库,"abs(ts_std(high,3))",专属zz1000 IC=+0.015 方向=+1
2020Q1,入库,"ts_std(close,10)",专属zz1000 IC=+0.049 方向=+1
2020Q1,入库,"abs(slog(ts_slope(high,40)))",专属zz1000 IC=+0.077 方向=+1
2020Q1,入库,"ts_min(ts_corr(ts_decay_linear(beta120,3),ssqrt(volume),244),3)",专属zz1000 IC=+0.052 方向=-1
2020Q1,入库,"abs(ts_slope(returns,5))",专属zz1000 IC=+0.023 方向=+1
2020Q1,入库,"ts_max(abs(ts_mean(returns,244)),3)",专属zz1000 IC=+0.112 方向=+1
2020Q1,入库,"mul(add(ts_std(low,120),volume),ts_std(delta(high,120),20))",专属hongli IC=+0.057 方向=+1
2020Q1,入库,"ts_corr(ts_zscore(abs(volume),10),beta120,244)",专属hongli IC=+0.030 方向=+1
2020Q1,入库,"add(mul(volume,sub(close,high)),ts_sum(delay(high,5),60))",专属hongli IC=+0.064 方向=-1
2020Q1,入库,"ts_tsi(ts_zscore(abs(volume),10),244)",专属hongli IC=+0.090 方向=+1
2020Q2,立即退役,"ts_std(div(open,volume),3)",IC=-0.058
2020Q2,立即退役,"ts_std(ts_corr(amount,returns,10),244)",IC=-0.043
2020Q2,立即退役,"mul(ts_max(returns,20),ts_argmin(returns,5))",IC=-0.055
2020Q2,立即退役,"abs(ts_zscore(sub(high,open),5))",IC=-0.030
2020Q2,立即退役,"ts_min(mul(add(ema(amount,40),high),high),244)",IC=-0.027
2020Q2,立即退役,"delay(delta(ts_corr(open,div(low,close),244),3),5)",IC=-0.030
2020Q2,立即退役,"ts_std(ts_decay_linear(low,10),40)",IC=-0.027
2020Q2,立即退役,"ts_zscore(ts_sum(ts_zscore(returns,20),3),3)",IC=-0.041
2020Q2,立即退役,"div(div(div(ts_std(returns,20),ts_rank(div(open,high),5)),ts",IC=-0.052
2020Q2,立即退役,"slog(ts_decay_linear(beta120,20))",IC=-0.024
2020Q2,立即退役,"ts_rank(beta120,3)",IC=-0.038
2020Q2,立即退役,"ts_er(ts_argmax(slog(volume),5),40)",IC=-0.022
2020Q2,立即退役,"ts_std(div(slog(open),ts_mean(close,40)),3)",IC=-0.109
2020Q2,立即退役,"abs(slog(ts_slope(high,40)))",IC=-0.023
2020Q2,复职,"mul(ts_argmin(open,3),ts_max(ts_min(ts_sum(high,40),244),60)",场外IC=+0.049
2020Q2,复职,"div(ssqrt(div(close,abs(returns))),ts_corr(ts_zscore(close,4",场外IC=+0.052
2020Q2,复职,"ts_std(sub(ts_argmin(div(beta120,beta120),244),beta120),3)",场外IC=+0.038
2020Q2,复职,"delta(beta120,5)",场外IC=+0.061
2020Q2,复职,"ts_corr(high,amount,60)",场外IC=+0.063
2020Q2,复职,"ts_argmax(slog(returns),10)",场外IC=+0.083
2020Q2,复职,"ts_std(abs(ts_zscore(open,244)),3)",场外IC=+0.082
2020Q2,复职,"sub(ts_tsi(ts_argmax(mul(amount,open),120),244),ts_tsi(ts_ar",场外IC=+0.145
2020Q2,复职,"div(div(high,ts_std(neg(volume),244)),div(sub(volume,ts_deca",场外IC=+0.043
2020Q2,复职,"div(volume,delay(ts_rank(add(returns,amount),5),3))",场外IC=+0.023
2020Q2,复职,"ts_min(high,244)",场外IC=+0.036
2020Q2,复职,"div(ts_argmax(high,3),mul(abs(returns),volume))",场外IC=+0.094
2020Q2,复职,"ts_std(abs(ts_std(open,244)),5)",场外IC=+0.116
2020Q2,复职,"div(mul(volume,ts_std(returns,3)),mul(ts_tsi(close,10),low))",场外IC=+0.129
2020Q2,入库,"abs(mul(mul(returns,ts_slope(ts_argmax(close,60),120)),volume))",专属hs300 IC=+0.064 方向=+1
2020Q2,入库,"abs(mul(returns,ts_slope(open,40)))",专属hs300 IC=+0.070 方向=+1
2020Q2,入库,"ts_std(mul(mul(returns,ts_zscore(high,20)),ema(ts_argmin(open,10),20)),5)",专属zz500 IC=+0.055 方向=+1
2020Q2,入库,"ts_std(mul(returns,ts_zscore(amount,20)),3)",专属zz500 IC=+0.083 方向=+1
2020Q2,入库,"ts_std(div(mul(mul(returns,ts_zscore(high,20)),ts_std(ts_mean(volume,120),60)),b",专属zz500 IC=+0.099 方向=+1
2020Q2,入库,"ts_std(mul(volume,mul(mul(ts_std(returns,3),ts_zscore(high,20)),ts_sum(ts_std(en",专属zz500 IC=+0.065 方向=+1
2020Q2,入库,"ts_max(mul(volume,mul(mul(returns,ts_zscore(high,20)),ts_sum(ts_std(returns,3),6",专属zz500 IC=+0.095 方向=+1
2020Q2,入库,"abs(mul(mul(returns,ts_zscore(high,20)),ts_decay_linear(returns,5)))",专属zz500 IC=+0.114 方向=+1
2020Q2,入库,"ts_std(mul(mul(returns,ts_zscore(high,20)),ts_rank(entropy120,60)),3)",专属zz500 IC=+0.121 方向=+1
